,alpha,train_acc,test_acc
0,0.25,0.9968149679829242,0.9763
1,0.5,0.9987660085378869,0.9765
2,0.75,0.998465848452508,0.9773
3,1.0,0.9980489594450374,0.9742
4,1.5,0.9969150213447172,0.9705
5,2.0,0.9943136339381003,0.9697
6,2.5,0.9912620064034151,0.9696
7,3.0,0.9900113393810032,0.9676
8,4.0,0.9844083511205977,0.9665
9,5.0,0.9801394076840982,0.9653
